Date,Open,High,Low,Close,Volume
08/30/2024,"195.25","196.50","194.17","196.31","3,820,802"
08/29/2024,"196.00","196.44","193.85","195.18","4,538,372"
08/28/2024,"195.52","196.23","194.03","195.40","3,910,215"
08/27/2024,"197.99","198.30","195.18","195.92","2,504,553"
08/26/2024,"197.56","197.97","196.07","197.44","4,182,425"
08/23/2024,"197.25","197.98","196.23","197.55","4,720,300"
08/22/2024,"197.01","197.54","195.35","196.37","3,676,719"
08/21/2024,"196.44","197.34","195.67","196.53","4,250,492"
08/20/2024,"197.12","197.48","194.13","196.15","3,631,797"
08/19/2024,"193.40","197.18","193.35","196.87","4,309,277"
08/16/2024,"193.88","194.25","192.27","193.90","3,675,149"
08/15/2024,"194.49","194.99","191.29","193.40","4,719,856"
08/14/2024,"191.00","193.35","190.47","193.00","4,153,610"
08/13/2024,"190.56","191.94","189.38","191.23","3,477,320"
08/12/2024,"190.08","190.57","187.70","190.18","4,808,434"
08/09/2024,"190.78","191.01","188.10","189.93","3,206,539"
08/08/2024,"186.92","190.71","186.92","190.40","5,744,889"
08/07/2024,"187.90","189.59","185.98","187.51","6,351,130"
08/06/2024,"185.43","187.82","183.08","185.71","4,273,301"
08/05/2024,"187.45","189.29","183.04","184.36","6,459,296"
08/02/2024,"190.98","193.91","186.46","189.29","6,303,909"
08/01/2024,"187.77","190.97","186.77","189.71","6,595,545"
07/31/2024,"186.39","187.50","183.45","185.32","6,473,948"
07/30/2024,"183.59","187.71","182.60","186.78","6,032,165"
07/29/2024,"184.04","186.13","180.53","181.94","5,458,460"
07/26/2024,"183.45","186.85","182.11","185.16","6,948,832"
07/25/2024,"177.00","186.11","171.80","182.17","9,442,179"
07/24/2024,"173.20","176.60","172.95","176.21","6,117,697"
07/23/2024,"173.32","174.59","172.77","173.15","2,933,782"
07/22/2024,"173.32","174.73","172.00","173.61","4,066,954"
07/19/2024,"173.67","173.85","171.22","172.32","4,293,624"
07/18/2024,"174.45","176.68","170.72","171.14","5,957,924"
07/17/2024,"169.51","175.74","169.51","175.27","6,983,160"
07/16/2024,"168.60","169.85","167.26","169.20","3,829,646"
07/15/2024,"168.91","170.37","167.42","168.03","2,395,181"
07/12/2024,"170.63","171.63","169.90","170.28","4,133,520"
07/11/2024,"167.52","170.35","167.35","169.91","3,689,530"
07/10/2024,"167.45","168.45","166.11","168.14","3,887,959"
07/09/2024,"167.02","168.53","164.86","168.05","4,224,705"
07/08/2024,"166.54","167.72","165.62","166.52","3,500,155"
07/05/2024,"164.72","167.31","163.63","167.25","5,978,524"
07/03/2024,"166.09","167.10","163.52","163.84","3,527,612"
07/02/2024,"168.63","168.63","165.45","165.96","5,965,457"
07/01/2024,"171.27","173.88","169.54","170.37","5,194,744"
06/28/2024,"169.99","171.82","169.05","171.52","24,463,600"
06/27/2024,"171.29","171.56","167.75","168.99","5,381,953"
06/26/2024,"170.29","172.35","170.15","171.15","5,576,094"
06/25/2024,"172.10","173.41","170.62","170.75","5,712,698"
06/24/2024,"171.13","173.41","170.70","172.74","6,249,937"
06/21/2024,"172.70","172.93","169.59","170.39","12,308,050"
06/20/2024,"171.18","172.81","170.02","172.13","5,847,461"
06/18/2024,"170.44","173.01","169.87","171.36","4,250,883"
06/17/2024,"168.40","170.40","167.36","169.68","4,075,952"
06/14/2024,"166.47","169.24","166.00","168.59","4,377,638"
06/13/2024,"166.00","166.90","165.00","166.56","3,690,807"
06/12/2024,"167.88","168.54","165.03","166.09","4,725,634"
06/11/2024,"170.25","170.64","167.42","167.70","3,790,165"
06/10/2024,"169.00","170.75","167.69","170.46","4,247,645"
06/07/2024,"169.00","170.34","167.79","169.42","3,781,858"
06/06/2024,"165.49","168.88","164.35","168.57","5,186,713"
06/05/2024,"162.90","165.98","162.16","165.44","5,100,491"
06/04/2024,"160.19","162.81","159.77","162.14","4,215,545"
06/03/2024,"160.00","163.19","158.83","160.19","4,467,810"
05/31/2024,"156.65","161.64","156.20","161.24","15,664,430"
05/30/2024,"154.65","156.43","153.58","156.31","4,311,479"
05/29/2024,"154.89","156.38","153.68","154.79","4,254,540"
05/28/2024,"156.35","156.35","153.95","155.34","5,533,467"
05/24/2024,"158.36","158.78","156.36","157.06","3,691,730"
05/23/2024,"159.03","160.04","157.76","158.26","5,672,891"
05/22/2024,"161.57","161.94","159.18","159.61","6,904,915"
05/21/2024,"165.37","165.71","162.50","162.93","3,645,239"
05/20/2024,"166.01","166.42","164.41","164.56","3,058,702"
05/17/2024,"165.39","166.49","164.49","166.42","5,152,176"
05/16/2024,"163.45","164.93","162.18","164.35","4,642,038"
05/15/2024,"162.31","164.42","161.87","163.79","5,261,263"
05/14/2024,"161.65","162.25","159.72","161.59","4,025,032"
05/13/2024,"161.28","162.57","160.80","161.28","3,505,882"
05/10/2024,"160.71","161.44","160.35","160.75","3,509,603"
05/09/2024,"160.81","161.32","160.02","160.40","3,570,072"
05/08/2024,"162.14","162.90","159.87","160.45","5,906,701"
05/07/2024,"163.36","163.99","161.89","162.55","5,301,668"
05/06/2024,"164.41","164.63","161.00","162.73","5,834,562"
05/03/2024,"161.16","164.25","160.74","163.79","5,850,102"
05/02/2024,"162.17","162.44","158.12","160.81","5,904,251"
05/01/2024,"162.09","163.69","161.14","161.72","5,178,876"
04/30/2024,"161.27","163.05","159.69","162.64","5,484,841"
04/29/2024,"159.59","161.55","158.56","161.52","6,226,196"
04/26/2024,"167.09","167.46","157.65","159.62","10,721,740"
04/25/2024,"167.66","169.29","165.57","167.29","5,503,656"
04/24/2024,"168.52","169.11","166.74","167.80","4,074,765"
04/23/2024,"168.59","170.37","168.22","169.54","4,084,105"
04/22/2024,"167.68","169.59","166.92","167.89","5,580,685"
04/19/2024,"165.02","166.60","163.25","166.41","5,532,492"
04/18/2024,"164.96","167.44","164.43","164.66","4,480,224"
04/17/2024,"164.15","164.74","163.23","164.25","4,792,382"
04/16/2024,"162.18","163.74","162.08","162.54","4,881,516"
04/15/2024,"164.52","164.70","161.50","161.67","5,433,730"
04/12/2024,"164.45","164.45","160.00","162.28","7,029,475"
04/11/2024,"169.20","169.37","167.23","167.52","3,307,034"
04/10/2024,"168.59","169.96","167.36","169.03","3,231,664"
04/09/2024,"169.73","170.55","167.40","170.14","5,933,987"
04/08/2024,"169.21","171.97","168.40","169.80","4,744,996"
04/05/2024,"168.00","171.04","167.29","170.00","7,030,108"
04/04/2024,"177.65","177.70","167.45","167.90","10,538,990"
04/03/2024,"180.72","181.60","176.60","177.33","5,892,990"
04/02/2024,"179.39","181.03","178.51","180.69","4,523,931"
04/01/2024,"181.88","181.90","179.24","180.76","3,502,141"
03/28/2024,"181.00","182.30","180.30","182.10","5,418,687"
03/27/2024,"179.80","180.58","178.81","180.35","5,073,508"
03/26/2024,"179.23","179.77","178.38","179.19","4,392,427"
03/25/2024,"179.00","179.20","178.13","178.53","4,366,502"
03/22/2024,"177.23","178.99","176.78","178.45","4,084,352"
03/21/2024,"176.81","177.74","175.88","177.50","5,743,564"
03/20/2024,"179.22","179.23","175.73","176.27","7,326,558"
03/19/2024,"178.19","179.93","178.19","179.66","7,625,613"
03/18/2024,"179.01","179.88","177.57","178.49","8,569,244"
03/15/2024,"179.84","180.58","177.54","177.88","20,957,949"
03/14/2024,"180.16","182.04","178.66","181.20","6,999,445"
03/13/2024,"182.50","182.51","179.42","179.86","5,987,932"
03/12/2024,"179.72","182.89","179.69","180.92","5,391,070"
03/11/2024,"178.41","181.26","178.24","179.63","5,134,817"
03/08/2024,"179.74","182.14","178.68","178.85","6,195,824"
03/07/2024,"182.19","182.42","179.54","180.57","6,125,187"
03/06/2024,"178.40","182.16","178.10","181.06","6,047,148"
03/05/2024,"177.79","179.59","177.79","179.16","5,309,903"
03/04/2024,"178.35","179.98","176.28","177.05","4,723,582"
03/01/2024,"176.05","179.19","175.75","178.91","4,028,935"
02/29/2024,"177.87","178.02","175.39","176.05","7,485,722"
02/28/2024,"179.85","179.89","176.89","178.00","4,326,102"
02/27/2024,"178.77","179.53","176.98","178.99","3,888,566"
02/26/2024,"178.84","179.79","178.00","178.81","4,327,400"
02/23/2024,"177.26","178.91","177.01","178.09","3,941,923"
02/22/2024,"174.78","177.34","173.14","176.75","4,852,394"
02/21/2024,"176.29","176.63","173.50","175.14","3,819,124"
02/20/2024,"175.83","178.68","175.52","175.75","5,484,327"
02/16/2024,"176.89","178.92","176.07","177.49","6,689,902"
02/15/2024,"174.02","176.74","173.81","176.59","5,276,243"
02/14/2024,"173.06","174.86","172.68","174.42","4,348,610"
02/13/2024,"174.46","175.20","171.97","173.29","5,480,551"
02/12/2024,"173.54","174.76","172.23","173.07","3,477,198"
02/09/2024,"175.07","175.40","173.05","174.08","3,502,661"
02/08/2024,"174.35","175.91","174.30","174.79","5,709,326"
02/07/2024,"174.01","175.56","173.32","175.01","6,409,084"
02/06/2024,"171.65","173.96","169.77","173.29","7,038,000"
02/05/2024,"169.84","173.13","168.45","171.26","6,486,886"
02/02/2024,"169.42","172.85","165.23","168.67","7,870,521"
02/01/2024,"163.70","167.68","162.67","167.59","5,584,434"
01/31/2024,"165.75","165.86","163.95","164.40","4,994,053"
01/30/2024,"164.22","164.98","163.26","164.92","3,819,615"
01/29/2024,"165.85","166.76","163.68","163.91","4,704,269"
01/26/2024,"165.27","165.86","163.50","164.40","4,654,408"
01/25/2024,"164.00","165.21","163.20","165.13","4,465,939"
01/24/2024,"167.77","167.95","164.06","164.22","5,422,244"
01/23/2024,"164.45","167.53","164.06","167.50","5,784,885"
01/22/2024,"164.44","165.45","163.76","165.39","4,864,044"
01/19/2024,"163.91","164.87","162.60","164.77","5,863,150"
01/18/2024,"161.16","163.66","161.00","163.30","5,074,330"
01/17/2024,"161.75","162.95","161.52","162.04","4,423,158"
01/16/2024,"161.98","162.30","161.02","161.48","4,747,730"
01/12/2024,"162.75","163.30","162.18","162.40","4,971,442"
01/11/2024,"164.25","165.12","163.09","163.78","4,591,523"
01/10/2024,"162.27","165.08","161.88","164.89","6,609,876"
01/09/2024,"161.43","163.47","160.84","162.31","4,454,130"
01/08/2024,"162.18","162.77","159.78","161.43","6,001,632"
01/05/2024,"161.33","163.03","160.61","162.14","4,853,039"
01/04/2024,"160.31","162.29","159.43","161.46","8,332,192"
01/03/2024,"160.59","161.75","159.84","160.46","5,301,350"
01/02/2024,"154.90","160.14","154.77","159.82","8,059,876"
12/29/2023,"154.54","155.21","154.41","154.97","3,712,029"
12/28/2023,"155.25","155.63","154.54","154.75","2,601,447"
12/27/2023,"154.05","154.97","153.72","154.88","3,747,362"
12/26/2023,"154.25","155.28","154.13","154.62","2,073,611"
12/22/2023,"153.29","155.46","153.09","154.94","3,373,413"
12/21/2023,"152.05","152.91","151.29","152.59","4,036,192"
12/20/2023,"153.99","154.21","151.54","151.69","4,716,407"
12/19/2023,"153.59","154.48","152.45","153.60","5,476,837"
12/18/2023,"153.00","154.36","151.75","153.42","5,379,553"
12/15/2023,"154.74","155.89","153.11","154.04","15,203,070"
12/14/2023,"154.36","155.16","152.76","154.88","7,869,640"
12/13/2023,"152.98","154.77","152.73","154.30","8,104,528"
12/12/2023,"151.73","153.59","150.17","153.24","5,882,226"
12/11/2023,"150.67","152.71","150.64","151.24","6,343,530"
12/08/2023,"148.07","150.07","148.00","149.28","5,695,196"
12/07/2023,"147.64","148.38","145.20","147.97","7,225,141"
12/06/2023,"144.79","147.07","144.73","146.38","4,978,839"
12/05/2023,"144.11","145.08","142.66","144.57","3,961,719"
12/04/2023,"143.41","145.49","143.27","144.15","4,845,465"
12/01/2023,"142.54","144.10","142.28","143.41","4,903,432"
11/30/2023,"138.01","142.70","138.01","142.39","9,297,383"
11/29/2023,"138.02","139.09","137.65","138.50","3,996,604"
11/28/2023,"139.05","139.66","137.92","138.08","5,347,231"
11/27/2023,"138.70","139.38","137.79","139.09","5,529,373"
11/24/2023,"140.00","140.08","138.46","138.67","1,636,535"
11/22/2023,"139.06","139.84","138.33","138.47","3,428,670"
11/21/2023,"138.73","139.36","137.83","138.73","4,690,970"
11/20/2023,"137.53","138.69","137.14","138.31","4,490,104"
