Date,Open,High,Low,Close,Volume
07/26/2024,"185.86","189.59","184.63","186.89","6,271,995"
07/25/2024,"179.45","188.35","179.45","184.35","6,128,022"
07/24/2024,"185.62","187.00","179.97","180.07","5,109,135"
07/23/2024,"179.10","187.04","179.00","186.48","7,614,345"
07/22/2024,"181.36","182.72","177.23","178.90","4,883,531"
07/19/2024,"181.40","181.50","177.39","179.67","5,121,317"
07/18/2024,"184.24","187.37","179.88","180.23","5,354,761"
07/17/2024,"185.32","188.45","183.79","184.84","4,899,566"
07/16/2024,"180.05","187.44","179.20","186.05","8,546,392"
07/15/2024,"183.50","183.72","178.88","179.11","5,189,034"
07/12/2024,"183.73","184.49","180.45","182.31","5,129,294"
07/11/2024,"184.17","186.10","183.40","183.91","4,843,225"
07/10/2024,"183.60","184.90","182.80","183.73","3,583,175"
07/09/2024,"185.11","186.25","183.15","183.24","3,955,122"
07/08/2024,"186.94","191.50","182.28","185.84","9,878,141"
07/05/2024,"184.00","185.38","182.23","184.83","3,290,380"
07/03/2024,"185.05","185.42","182.85","184.31","2,764,797"
07/02/2024,"186.34","189.23","184.52","185.42","4,110,453"
07/01/2024,"182.20","189.47","182.20","186.70","9,056,710"
06/28/2024,"182.60","184.44","180.65","182.01","5,899,850"
06/27/2024,"178.91","183.68","178.01","182.51","8,198,963"
06/26/2024,"174.96","178.82","173.76","178.50","6,553,895"
06/25/2024,"176.29","178.76","173.29","175.10","7,695,061"
06/24/2024,"176.15","180.60","175.59","179.10","7,388,289"
06/21/2024,"176.83","178.41","175.66","176.56","8,635,096"
06/20/2024,"173.02","176.65","172.05","176.30","5,479,280"
06/18/2024,"177.61","178.00","173.82","174.99","6,179,870"
06/17/2024,"176.75","180.45","176.32","178.39","4,789,953"
06/14/2024,"178.90","180.29","175.22","177.27","5,105,974"
06/13/2024,"181.74","183.87","178.99","180.70","4,201,004"
06/12/2024,"186.50","187.16","181.71","182.67","5,245,156"
06/11/2024,"189.32","189.32","182.75","185.50","5,010,058"
06/10/2024,"190.00","192.63","189.60","190.12","4,388,254"
06/07/2024,"190.46","191.98","189.66","190.24","3,374,548"
06/06/2024,"188.83","192.10","187.35","191.42","5,942,160"
06/05/2024,"187.90","190.34","186.53","189.85","5,943,952"
06/04/2024,"185.05","188.84","183.25","188.62","7,176,817"
06/03/2024,"178.09","186.01","178.02","184.57","8,951,574"
05/31/2024,"173.12","177.90","172.21","177.61","5,774,549"
05/30/2024,"172.64","174.68","171.55","172.75","3,927,919"
05/29/2024,"173.61","175.83","171.61","171.65","3,666,368"
05/28/2024,"174.73","178.49","173.38","175.08","5,274,390"
05/24/2024,"173.20","174.86","169.57","174.52","9,489,380"
05/23/2024,"185.79","186.00","171.61","172.21","17,115,949"
05/22/2024,"184.60","186.82","183.41","186.28","3,785,412"
05/21/2024,"185.30","186.39","183.11","184.78","4,349,117"
05/20/2024,"184.65","188.63","184.01","186.61","6,228,560"
05/17/2024,"183.25","185.38","181.22","184.95","5,562,368"
05/16/2024,"177.60","183.76","177.25","182.96","6,993,218"
05/15/2024,"180.14","180.67","176.17","176.99","5,858,857"
05/14/2024,"180.23","183.66","179.63","180.76","4,686,537"
05/13/2024,"179.04","180.75","178.07","178.44","3,105,206"
05/10/2024,"181.25","181.88","177.92","178.51","3,715,473"
05/09/2024,"179.55","181.75","179.31","181.25","5,107,368"
05/08/2024,"175.95","181.66","175.95","180.35","4,956,761"
05/07/2024,"177.22","178.35","176.13","176.71","5,097,451"
05/06/2024,"180.88","183.98","174.71","178.35","11,913,390"
05/03/2024,"179.59","180.49","177.90","179.79","5,416,263"
05/02/2024,"173.00","178.90","172.25","178.85","10,223,730"
05/01/2024,"167.50","173.86","167.50","171.46","6,206,091"
04/30/2024,"171.49","174.07","167.76","167.84","8,248,754"
04/29/2024,"167.90","173.81","167.55","173.49","7,805,459"
04/26/2024,"165.98","168.65","164.93","167.22","7,208,103"
04/25/2024,"163.59","168.13","159.70","166.81","12,504,690"
04/24/2024,"176.50","177.64","162.74","164.33","20,889,270"
04/23/2024,"170.95","171.18","168.43","169.18","7,632,123"
04/22/2024,"169.82","172.15","168.16","170.48","4,724,887"
04/19/2024,"170.00","172.00","169.65","169.82","4,693,869"
04/18/2024,"169.48","172.04","169.10","170.23","5,123,020"
04/17/2024,"170.00","170.85","168.12","170.21","8,162,632"
04/16/2024,"168.14","170.64","167.75","170.55","7,986,725"
04/15/2024,"170.74","171.18","167.53","167.82","6,490,657"
04/12/2024,"172.20","173.24","169.37","169.55","7,568,297"
04/11/2024,"174.47","174.70","171.38","173.36","7,625,110"
04/10/2024,"176.31","178.10","172.44","174.63","9,727,732"
04/09/2024,"181.51","183.05","176.57","178.12","11,439,940"
04/08/2024,"182.14","184.55","181.49","181.56","6,176,429"
04/05/2024,"184.16","184.66","182.44","183.14","4,130,401"
04/04/2024,"185.93","188.00","182.81","183.29","6,513,806"
04/03/2024,"187.68","188.78","184.27","184.92","6,609,307"
04/02/2024,"189.00","189.23","187.13","188.04","4,477,218"
04/01/2024,"192.24","192.87","189.03","189.50","5,107,773"
03/28/2024,"192.00","193.38","191.20","192.99","4,471,666"
03/27/2024,"188.84","191.99","188.33","191.95","7,372,795"
03/26/2024,"192.02","192.03","186.81","187.50","8,972,192"
03/25/2024,"196.01","196.18","189.50","191.41","12,952,960"
03/22/2024,"188.75","192.94","188.19","188.85","7,826,970"
03/21/2024,"189.79","190.38","187.55","187.70","7,436,385"
03/20/2024,"178.99","188.30","178.60","187.78","12,770,000"
03/19/2024,"180.11","181.86","179.74","181.14","7,648,033"
03/18/2024,"180.26","181.19","177.52","179.84","9,497,831"
03/15/2024,"180.99","184.18","180.91","182.53","10,800,680"
03/14/2024,"182.00","184.94","180.52","181.15","10,016,190"
03/13/2024,"183.16","185.97","182.08","182.35","10,196,150"
03/12/2024,"188.24","188.58","183.16","184.24","18,714,750"
03/11/2024,"194.21","196.07","189.80","192.49","14,160,620"
03/08/2024,"201.84","203.80","198.46","198.49","9,010,175"
03/07/2024,"200.70","203.73","200.57","203.03","5,965,338"
03/06/2024,"201.77","202.35","199.86","201.00","4,736,636"
03/05/2024,"199.49","202.85","198.70","201.14","5,034,661"
03/04/2024,"199.50","201.54","196.92","200.54","7,213,885"
03/01/2024,"204.00","205.06","199.01","200.00","11,609,470"
02/29/2024,"206.44","206.62","202.70","203.72","6,670,260"
02/28/2024,"201.14","208.10","200.18","207.00","9,654,653"
02/27/2024,"200.93","202.00","200.04","201.40","3,932,875"
02/26/2024,"201.01","202.75","200.00","200.54","4,807,216"
02/23/2024,"200.99","202.07","197.15","200.83","7,433,353"
02/22/2024,"202.00","204.10","200.40","201.50","6,513,541"
02/21/2024,"202.90","203.63","201.21","201.57","4,179,808"
02/20/2024,"203.55","205.58","202.71","203.37","5,248,399"
02/16/2024,"204.88","205.05","202.81","203.89","5,986,529"
02/15/2024,"204.12","206.55","203.40","205.33","5,309,060"
02/14/2024,"205.95","206.58","202.21","203.38","6,503,032"
02/13/2024,"206.90","207.81","202.33","204.46","8,263,634"
02/12/2024,"208.70","209.80","207.60","209.33","4,077,413"
02/09/2024,"209.77","211.44","207.90","209.20","4,349,671"
02/08/2024,"212.40","213.10","208.72","209.22","5,787,652"
02/07/2024,"208.76","213.77","207.99","211.92","7,747,653"
02/06/2024,"206.02","210.64","203.89","208.58","7,561,923"
02/05/2024,"204.64","207.34","202.00","206.63","8,682,514"
02/02/2024,"209.06","209.54","206.35","209.38","6,275,335"
02/01/2024,"213.84","214.63","206.81","209.81","10,679,210"
01/31/2024,"204.92","213.77","203.25","211.04","22,409,381"
01/30/2024,"203.65","203.98","199.14","200.44","13,321,190"
01/29/2024,"206.06","207.04","203.85","205.19","7,535,398"
01/26/2024,"203.08","206.75","203.00","205.47","9,911,195"
01/25/2024,"208.20","208.73","198.32","201.88","22,112,471"
01/24/2024,"209.83","217.59","209.36","214.13","15,119,120"
01/23/2024,"215.35","216.85","211.13","211.50","9,076,878"
01/22/2024,"213.07","217.00","212.36","214.93","10,760,760"
01/19/2024,"210.89","215.16","209.23","215.02","14,345,440"
01/18/2024,"205.64","213.04","203.32","211.61","20,046,760"
01/17/2024,"202.63","206.30","201.65","203.06","20,140,109"
01/16/2024,"210.07","210.98","199.50","200.52","35,289,980"
01/12/2024,"219.97","222.07","217.04","217.70","11,285,520"
01/11/2024,"228.07","228.28","222.62","222.66","11,830,490"
01/10/2024,"226.90","231.61","226.64","227.84","12,883,740"
01/09/2024,"225.66","228.79","223.20","225.76","20,687,539"
01/08/2024,"228.00","233.85","225.79","229.00","40,730,434"
01/05/2024,"245.04","250.19","245.04","249.00","3,849,746"
01/04/2024,"244.58","248.28","244.18","244.94","5,170,739"
01/03/2024,"248.32","250.13","243.00","243.91","7,219,930"
01/02/2024,"257.28","258.59","250.87","251.76","5,815,219"
12/29/2023,"260.67","262.22","259.56","260.66","3,686,554"
12/28/2023,"261.53","262.10","257.68","260.35","5,096,448"
12/27/2023,"262.63","264.66","260.90","262.10","3,484,867"
12/26/2023,"259.80","263.76","259.54","262.79","3,938,565"
12/22/2023,"261.83","262.84","259.20","260.44","4,433,959"
12/21/2023,"265.95","267.54","260.19","262.02","6,487,150"
12/20/2023,"262.25","266.13","260.15","260.25","5,151,674"
12/19/2023,"261.04","265.34","260.80","263.51","6,089,492"
12/18/2023,"260.63","263.13","260.25","260.41","6,140,097"
12/15/2023,"255.70","265.52","255.70","264.27","14,995,890"
12/14/2023,"250.91","257.12","249.26","256.24","7,883,554"
12/13/2023,"249.10","251.87","247.53","250.91","5,513,393"
12/12/2023,"247.95","250.57","247.40","248.63","5,719,220"
12/11/2023,"243.50","248.08","243.31","248.08","7,545,047"
12/08/2023,"237.32","244.70","237.32","244.70","7,171,150"
12/07/2023,"236.90","238.30","230.00","237.33","6,363,664"
12/06/2023,"234.78","239.23","234.43","236.89","4,740,614"
12/05/2023,"233.54","234.74","231.49","234.16","3,589,846"
12/04/2023,"231.30","234.94","230.07","234.87","5,228,476"
12/01/2023,"231.77","235.38","231.38","233.87","6,956,205"
11/30/2023,"225.00","233.00","225.00","231.63","8,736,247"
11/29/2023,"223.35","224.99","221.34","224.43","5,424,443"
11/28/2023,"222.01","224.80","219.41","222.37","7,817,755"
11/27/2023,"218.81","219.53","217.66","219.30","3,691,175"
11/24/2023,"220.61","221.59","218.96","220.00","2,312,134"
11/22/2023,"218.00","221.50","217.70","219.91","5,386,264"
11/21/2023,"216.50","219.38","216.07","218.27","5,362,087"
11/20/2023,"211.01","218.88","210.94","217.71","11,587,360"
11/17/2023,"208.36","209.42","206.82","208.04","3,568,495"
11/16/2023,"207.50","207.89","204.81","206.60","4,655,083"
